Team,Year,Season,Week,Opponent,Outcome,Score,Points For,Points Against,Margin of Victory,Opponent Name,Real Opponent Name
Jay,2015,5,7,the green bastard,Loss,95.42 - 106.68,95.42,106.68,-11.26,,Sammy
Jay,2015,5,8,Rob Burgundy,Loss,86.48 - 109.66,86.48,109.66,-23.18,,Rob
Jay,2015,5,9,Margotta,Loss,97.96 - 153.14,97.96,153.14,-55.18,,Tyler
Jay,2015,5,10,billb's Neat Team,Loss,57.28 - 122.22,57.28,122.22,-64.94,,CHaz
Jay,2015,5,11,Evil Corp,Loss,81.12 - 85.78,81.12,85.78,-4.66,,Fred
Jay,2015,5,12,cory's Primo Team,Loss,64.00 - 87.02,64,87.02,-23.02,,Cory
Jay,2015,5,13,Beanbags,Loss,91.96 - 126.00,91.96,126,-34.04,,Bean
Trev,2015,5,1,Evil Corp,Loss,70.28 - 114.06,70.28,114.06,-43.78,,Fred
Trev,2015,5,2,cory's Primo Team,Win,76.14 - 67.26,76.14,67.26,8.88,,Cory
Trev,2015,5,3,Beanbags,Loss,87.30 - 92.10,87.3,92.1,-4.8,,Bean
Trev,2015,5,4,Inflate wall,Win,94.00 - 0.00,94,0,94,,Sean
Trev,2015,5,5,THE Grandpa Nes,Loss,78.64 - 115.74,78.64,115.74,-37.1,,Jay
Trev,2015,5,6,I am The Liquor,Win,92.64 - 79.02,92.64,79.02,13.62,,KB
Trev,2015,5,7,Big Fried,Win,127.24 - 122.22,127.24,122.22,5.02,,Fried
Trev,2015,5,8,the green bastard,Loss,101.78 - 127.84,101.78,127.84,-26.06,,Sammy
Trev,2015,5,9,Rob Burgundy,Loss,74.94 - 102.52,74.94,102.52,-27.58,,Rob
Trev,2015,5,10,Margotta,Win,77.20 - 75.50,77.2,75.5,1.7,,Tyler
Trev,2015,5,11,billb's Neat Team,Win,111.28 - 93.06,111.28,93.06,18.22,,Chaz
Trev,2015,5,12,Evil Corp,Win,145.42 - 61.34,145.42,61.34,84.08,,Fred
Trev,2015,5,13,cory's Primo Team,Win,137.78 - 91.94,137.78,91.94,45.84,,Cory
Fried,2015,5,1,billb's Neat Team,Win,128.82 - 96.04,128.82,96.04,32.78,,Chaz
Fried,2015,5,2,Evil Corp,Win,106.02 - 64.20,106.02,64.2,41.82,,Fred
Fried,2015,5,3,cory's Primo Team,Loss,103.50 - 108.30,103.5,108.3,-4.8,,Cory
Fried,2015,5,4,Beanbags,Loss,79.44 - 100.94,79.44,100.94,-21.5,,Bean
Fried,2015,5,5,Inflate wall,Loss,96.36 - 108.34,96.36,108.34,-11.98,,Sean
Fried,2015,5,6,THE Grandpa Nes,Loss,89.96 - 97.72,89.96,97.72,-7.76,,Jay
Fried,2015,5,7,Best Hands,Loss,122.22 - 127.24,122.22,127.24,-5.02,,Trev
Fried,2015,5,8,I am The Liquor,Loss,105.12 - 129.50,105.12,129.5,-24.38,,KB
Fried,2015,5,9,the green bastard,Loss,106.40 - 116.68,106.4,116.68,-10.28,,Sammy
Fried,2015,5,10,Rob Burgundy,Win,134.12 - 102.98,134.12,102.98,31.14,,Rob
Fried,2015,5,11,Margotta,Loss,45.34 - 91.80,45.34,91.8,-46.46,,Tyler
Fried,2015,5,12,billb's Neat Team,Win,105.54 - 88.00,105.54,88,17.54,,Chaz
Fried,2015,5,13,Evil Corp,Win,129.10 - 120.04,129.1,120.04,9.06,,Fred
Sammy,2015,5,1,Margotta,Loss,77.98 - 105.14,77.98,105.14,-27.16,,Tyler
Sammy,2015,5,2,billb's Neat Team,Loss,60.44 - 113.46,60.44,113.46,-53.02,,Chaz
Sammy,2015,5,3,Evil Corp,Loss,89.88 - 153.64,89.88,153.64,-63.76,,Fred
Sammy,2015,5,4,cory's Primo Team,Win,102.46 - 74.76,102.46,74.76,27.7,,Cory
Sammy,2015,5,5,Beanbags,Win,108.44 - 80.72,108.44,80.72,27.72,,Bean
Sammy,2015,5,6,Inflate wall,Loss,100.46 - 112.64,100.46,112.64,-12.18,,Sean
Sammy,2015,5,7,THE Grandpa Nes,Win,106.68 - 95.42,106.68,95.42,11.26,,Jay
Sammy,2015,5,8,Best Hands,Win,127.84 - 101.78,127.84,101.78,26.06,,Trev
Sammy,2015,5,9,Big Fried,Win,116.68 - 106.40,116.68,106.4,10.28,,Fried
Sammy,2015,5,10,I am The Liquor,Loss,65.36 - 130.00,65.36,130,-64.64,,KB
Sammy,2015,5,11,Rob Burgundy,Win,90.68 - 66.98,90.68,66.98,23.7,,Rob
Sammy,2015,5,12,Margotta,Loss,65.30 - 157.72,65.3,157.72,-92.42,,Tyler
Sammy,2015,5,13,billb's Neat Team,Win,141.18 - 103.42,141.18,103.42,37.76,,Chaz
Rob,2015,5,1,I am The Liquor,Loss,82.88 - 105.68,82.88,105.68,-22.8,,KB
Rob,2015,5,2,Margotta,Win,115.20 - 103.34,115.2,103.34,11.86,,Tyler
Rob,2015,5,3,billb's Neat Team,Win,186.38 - 142.12,186.38,142.12,44.26,,Chaz
Rob,2015,5,4,Evil Corp,Loss,87.00 - 113.48,87,113.48,-26.48,,Fred
Rob,2015,5,5,cory's Primo Team,Loss,75.82 - 114.92,75.82,114.92,-39.1,,Cory
Rob,2015,5,6,Beanbags,Loss,91.82 - 127.08,91.82,127.08,-35.26,,Bean
Rob,2015,5,7,Inflate wall,Win,105.48 - 95.62,105.48,95.62,9.86,,Sean
Rob,2015,5,8,THE Grandpa Nes,Win,109.66 - 86.48,109.66,86.48,23.18,,Jay
Rob,2015,5,9,Best Hands,Win,102.52 - 74.94,102.52,74.94,27.58,,Trev
Rob,2015,5,10,Big Fried,Loss,102.98 - 134.12,102.98,134.12,-31.14,,Fried
Rob,2015,5,11,the green bastard,Loss,66.98 - 90.68,66.98,90.68,-23.7,,Sammy
Rob,2015,5,12,I am The Liquor,Win,112.04 - 88.64,112.04,88.64,23.4,,KB
Rob,2015,5,13,Margotta,Loss,89.44 - 107.52,89.44,107.52,-18.08,,Tyler
Tyler,2015,5,1,the green bastard,Win,105.14 - 77.98,105.14,77.98,27.16,,Sammy
Tyler,2015,5,2,Rob Burgundy,Loss,103.34 - 115.20,103.34,115.2,-11.86,,Rob
Tyler,2015,5,3,I am The Liquor,Win,141.66 - 92.96,141.66,92.96,48.7,,KB
Tyler,2015,5,4,billb's Neat Team,Loss,77.52 - 92.26,77.52,92.26,-14.74,,Chaz
Tyler,2015,5,5,Evil Corp,Loss,79.90 - 127.24,79.9,127.24,-47.34,,Fred
Tyler,2015,5,6,cory's Primo Team,Win,146.92 - 106.40,146.92,106.4,40.52,,Cory
Tyler,2015,5,7,Beanbags,Loss,97.60 - 111.72,97.6,111.72,-14.12,,Bean
Tyler,2015,5,8,Inflate wall,Loss,87.50 - 131.20,87.5,131.2,-43.7,,Sean
Tyler,2015,5,9,THE Grandpa Nes,Win,153.14 - 97.96,153.14,97.96,55.18,,Jay
Tyler,2015,5,10,Best Hands,Loss,75.50 - 77.20,75.5,77.2,-1.7,,Trev
Tyler,2015,5,11,Big Fried,Win,91.80 - 45.34,91.8,45.34,46.46,,Fried
Tyler,2015,5,12,the green bastard,Win,157.72 - 65.30,157.72,65.3,92.42,,Sammy
Tyler,2015,5,13,Rob Burgundy,Win,107.52 - 89.44,107.52,89.44,18.08,,Rob
Chaz,2015,5,1,Big Fried,Loss,96.04 - 128.82,96.04,128.82,-32.78,,Fried
Chaz,2015,5,2,the green bastard,Win,113.46 - 60.44,113.46,60.44,53.02,,Sammy
Chaz,2015,5,3,Rob Burgundy,Loss,142.12 - 186.38,142.12,186.38,-44.26,,Rob
Chaz,2015,5,4,Margotta,Win,92.26 - 77.52,92.26,77.52,14.74,,Tyler
Chaz,2015,5,5,I am The Liquor,Win,140.14 - 99.96,140.14,99.96,40.18,,KB
Chaz,2015,5,6,Evil Corp,Win,118.00 - 97.44,118,97.44,20.56,,Fred
Chaz,2015,5,7,cory's Primo Team,Win,106.04 - 64.10,106.04,64.1,41.94,,Cory
Chaz,2015,5,8,Beanbags,Loss,81.28 - 112.44,81.28,112.44,-31.16,,Bean
Chaz,2015,5,9,Inflate wall,Win,120.26 - 83.78,120.26,83.78,36.48,,Sean
Chaz,2015,5,10,THE Grandpa Nes,Win,122.22 - 57.28,122.22,57.28,64.94,,Jay
Chaz,2015,5,11,Best Hands,Loss,93.06 - 111.28,93.06,111.28,-18.22,,Trev
Chaz,2015,5,12,Big Fried,Loss,88.00 - 105.54,88,105.54,-17.54,,Fried
Chaz,2015,5,13,the green bastard,Loss,103.42 - 141.18,103.42,141.18,-37.76,,Sammy
Fred,2015,5,1,Best Hands,Win,114.06 - 70.28,114.06,70.28,43.78,,Trev
Fred,2015,5,2,Big Fried,Loss,64.20 - 106.02,64.2,106.02,-41.82,,Fried
Fred,2015,5,3,the green bastard,Win,153.64 - 89.88,153.64,89.88,63.76,,Sammy
Fred,2015,5,4,Rob Burgundy,Win,113.48 - 87.00,113.48,87,26.48,,Rob
Fred,2015,5,5,Margotta,Win,127.24 - 79.90,127.24,79.9,47.34,,Tyler
Fred,2015,5,6,billb's Neat Team,Loss,97.44 - 118.00,97.44,118,-20.56,,Chaz
Fred,2015,5,7,I am The Liquor,Loss,74.20 - 92.34,74.2,92.34,-18.14,,KB
Fred,2015,5,8,cory's Primo Team,Win,91.16 - 62.64,91.16,62.64,28.52,,Cory
Fred,2015,5,9,Beanbags,Win,122.40 - 77.68,122.4,77.68,44.72,,Bean
Fred,2015,5,10,Inflate wall,Win,113.82 - 93.66,113.82,93.66,20.16,,Sean
Fred,2015,5,11,THE Grandpa Nes,Win,85.78 - 81.12,85.78,81.12,4.66,,Jay
Fred,2015,5,12,Best Hands,Loss,61.34 - 145.42,61.34,145.42,-84.08,,Trev
Fred,2015,5,13,Big Fried,Loss,120.04 - 129.10,120.04,129.1,-9.06,,Fried
Cory,2015,5,1,THE Grandpa Nes,Loss,103.54 - 115.74,103.54,115.74,-12.2,,Jay
Cory,2015,5,2,Best Hands,Loss,67.26 - 76.14,67.26,76.14,-8.88,,Trev
Cory,2015,5,3,Big Fried,Win,108.30 - 103.50,108.3,103.5,4.8,,Fried
Cory,2015,5,4,the green bastard,Loss,74.76 - 102.46,74.76,102.46,-27.7,,Sammy
Cory,2015,5,5,Rob Burgundy,Win,114.92 - 75.82,114.92,75.82,39.1,,Rob
Cory,2015,5,6,Margotta,Loss,106.40 - 146.92,106.4,146.92,-40.52,,Tyler
Cory,2015,5,7,billb's Neat Team,Loss,64.10 - 106.04,64.1,106.04,-41.94,,Chaz
Cory,2015,5,8,Evil Corp,Loss,62.64 - 91.16,62.64,91.16,-28.52,,Fred
Cory,2015,5,9,I am The Liquor,Loss,134.98 - 153.42,134.98,153.42,-18.44,,KB
Cory,2015,5,10,Beanbags,Loss,109.68 - 110.96,109.68,110.96,-1.28,,Bean
Cory,2015,5,11,Inflate wall,Win,130.34 - 75.56,130.34,75.56,54.78,,Sean
Cory,2015,5,12,THE Grandpa Nes,Win,87.02 - 64.00,87.02,64,23.02,,Jay
Cory,2015,5,13,Best Hands,Loss,91.94 - 137.78,91.94,137.78,-45.84,,Trev
KB,2015,5,1,Rob Burgundy,Win,105.68 - 82.88,105.68,82.88,22.8,,Rob
KB,2015,5,2,Inflate wall,Loss,128.30 - 141.36,128.3,141.36,-13.06,,Sean
KB,2015,5,3,Margotta,Loss,92.96 - 141.66,92.96,141.66,-48.7,,Tyler
KB,2015,5,4,THE Grandpa Nes,Win,95.30 - 86.04,95.3,86.04,9.26,,Jay
KB,2015,5,5,billb's Neat Team,Loss,99.96 - 140.14,99.96,140.14,-40.18,,Chaz
KB,2015,5,6,Best Hands,Loss,79.02 - 92.64,79.02,92.64,-13.62,,Trev
KB,2015,5,7,Evil Corp,Win,92.34 - 74.20,92.34,74.2,18.14,,Fred
KB,2015,5,8,Big Fried,Win,129.50 - 105.12,129.5,105.12,24.38,,Fried
KB,2015,5,9,cory's Primo Team,Win,153.42 - 134.98,153.42,134.98,18.44,,Cory
KB,2015,5,10,the green bastard,Win,130.00 - 65.36,130,65.36,64.64,,Sammy
KB,2015,5,11,Beanbags,Loss,91.14 - 114.48,91.14,114.48,-23.34,,Bean
KB,2015,5,12,Rob Burgundy,Loss,88.64 - 112.04,88.64,112.04,-23.4,,Rob
KB,2015,5,13,Inflate wall,Win,121.36 - 84.20,121.36,84.2,37.16,,Sean
Bean,2014,4,1,Wingler (G-Dubs),Loss,108.94 - 114.36,108.94,114.36,-5.42,,Sean
Bean,2014,4,2,Big Fried,Win,88.24 - 86.54,88.24,86.54,1.7,,Fried
Bean,2014,4,3,Bill Marshall,Loss,41.28 - 125.90,41.28,125.9,-84.62,,Fred
Bean,2014,4,4,Junior Floyd,Loss,96.72 - 139.62,96.72,139.62,-42.9,,Trev
Bean,2014,4,5,Rob Burgundy,Loss,87.74 - 116.40,87.74,116.4,-28.66,,Rob
Bean,2014,4,6,THE Grandpa Nes,Win,127.90 - 86.16,127.9,86.16,41.74,,Jay
Bean,2014,4,7,cory's Primo Team,Win,95.06 - 90.64,95.06,90.64,4.42,,Cory
Bean,2014,4,8,Wingler (G-Dubs),Win,139.70 - 99.16,139.7,99.16,40.54,,Sean
Bean,2014,4,9,Margotta,Win,130.46 - 77.28,130.46,77.28,53.18,,Tyler
Bean,2014,4,10,the green bastard,Loss,99.20 - 113.78,99.2,113.78,-14.58,,Sammy
Bean,2014,4,11,Big Fried,Win,96.72 - 63.12,96.72,63.12,33.6,,Fried
Bean,2014,4,12,Bill Marshall,Loss,82.26 - 97.60,82.26,97.6,-15.34,,Fred
Bean,2014,4,13,THE Grandpa Nes,Loss,118.90 - 121.22,118.9,121.22,-2.32,,Jay
Sean,2014,4,1,Sean Pankewitz,Win,114.36 - 108.94,114.36,108.94,5.42,,Bean
Sean,2014,4,2,Bill Marshall,Win,61.66 - 59.26,61.66,59.26,2.4,,Fred
Sean,2014,4,3,THE Grandpa Nes,Loss,54.56 - 117.82,54.56,117.82,-63.26,,Jay
Sean,2014,4,4,Rob Burgundy,Win,106.46 - 87.48,106.46,87.48,18.98,,Rob
Sean,2014,4,5,Margotta,Loss,84.82 - 87.42,84.82,87.42,-2.6,,Tyler
Sean,2014,4,6,cory's Primo Team,Win,75.62 - 70.26,75.62,70.26,5.36,,Cory
Sean,2014,4,7,Big Fried,Loss,82.44 - 100.60,82.44,100.6,-18.16,,Fried
Sean,2014,4,8,Sean Pankewitz,Loss,99.16 - 139.70,99.16,139.7,-40.54,,Bean
Sean,2014,4,9,the green bastard,Loss,90.02 - 136.30,90.02,136.3,-46.28,,Sammy
Sean,2014,4,10,I am The Liquor,Loss,104.72 - 104.98,104.72,104.98,-0.26,,KB
Sean,2014,4,11,Bill Marshall,Loss,67.88 - 124.30,67.88,124.3,-56.42,,Fred
Sean,2014,4,12,THE Grandpa Nes,Loss,81.36 - 100.86,81.36,100.86,-19.5,,Jay
Sean,2014,4,13,cory's Primo Team,Win,118.60 - 113.88,118.6,113.88,4.72,,Cory
Trev,2014,4,1,Rob Burgundy,Win,108.72 - 86.26,108.72,86.26,22.46,,Rob
Trev,2014,4,2,Margotta,Loss,76.24 - 91.88,76.24,91.88,-15.64,,Tyler
Trev,2014,4,3,the green bastard,Win,120.04 - 103.86,120.04,103.86,16.18,,Sammy
Trev,2014,4,4,Sean Pankewitz,Win,139.62 - 96.72,139.62,96.72,42.9,,Bean
Trev,2014,4,5,Bill Marshall,Loss,82.24 - 131.46,82.24,131.46,-49.22,,Fred
Trev,2014,4,6,I am The Liquor,Loss,116.24 - 148.70,116.24,148.7,-32.46,,KB
Trev,2014,4,7,brah,Win,82.22 - 76.08,82.22,76.08,6.14,,Timmy
Trev,2014,4,8,Rob Burgundy,Loss,101.22 - 135.06,101.22,135.06,-33.84,,Rob
Trev,2014,4,9,cory's Primo Team,Loss,83.92 - 113.70,83.92,113.7,-29.78,,Cory
Trev,2014,4,10,THE Grandpa Nes,Loss,74.56 - 131.00,74.56,131,-56.44,,Jay
Trev,2014,4,11,Margotta,Win,98.92 - 87.50,98.92,87.5,11.42,,Tyler
Trev,2014,4,12,the green bastard,Win,131.72 - 126.82,131.72,126.82,4.9,,Sammy
Trev,2014,4,13,I am The Liquor,Loss,96.74 - 99.40,96.74,99.4,-2.66,,KB
Fried,2014,4,1,THE Grandpa Nes,Loss,83.38 - 94.66,83.38,94.66,-11.28,,Jay
Fried,2014,4,2,Sean Pankewitz,Loss,86.54 - 88.24,86.54,88.24,-1.7,,Bean
Fried,2014,4,3,cory's Primo Team,Win,109.90 - 101.50,109.9,101.5,8.4,,Cory
Fried,2014,4,4,Margotta,Loss,89.38 - 103.64,89.38,103.64,-14.26,,Tyler
Fried,2014,4,5,the green bastard,Loss,82.22 - 87.10,82.22,87.1,-4.88,,Sammy
Fried,2014,4,6,Bill Marshall,Win,99.42 - 82.64,99.42,82.64,16.78,,Fred
Fried,2014,4,7,Wingler (G-Dubs),Win,100.60 - 82.44,100.6,82.44,18.16,,Sean
Fried,2014,4,8,THE Grandpa Nes,Loss,98.68 - 138.42,98.68,138.42,-39.74,,Jay
Fried,2014,4,9,I am The Liquor,Loss,98.72 - 112.26,98.72,112.26,-13.54,,KB
Fried,2014,4,10,brah,Win,152.04 - 114.76,152.04,114.76,37.28,,Timmy
Fried,2014,4,11,Sean Pankewitz,Loss,63.12 - 96.72,63.12,96.72,-33.6,,Bean
Fried,2014,4,12,cory's Primo Team,Win,104.64 - 84.64,104.64,84.64,20,,Cory
Fried,2014,4,13,Bill Marshall,Win,158.32 - 120.60,158.32,120.6,37.72,,Fred
Rob,2014,4,1,Junior Floyd,Loss,86.26 - 108.72,86.26,108.72,-22.46,,Trev
Rob,2014,4,2,the green bastard,Loss,117.18 - 117.72,117.18,117.72,-0.54,,Sammy
Rob,2014,4,3,I am The Liquor,Loss,85.92 - 96.50,85.92,96.5,-10.58,,KB
Rob,2014,4,4,Wingler (G-Dubs),Loss,87.48 - 106.46,87.48,106.46,-18.98,,Sean
Rob,2014,4,5,Sean Pankewitz,Win,116.40 - 87.74,116.4,87.74,28.66,,Bean
Rob,2014,4,6,brah,Win,107.56 - 91.88,107.56,91.88,15.68,,Timmy
Rob,2014,4,7,Margotta,Win,123.24 - 70.62,123.24,70.62,52.62,,Tyler
Rob,2014,4,8,Junior Floyd,Win,135.06 - 101.22,135.06,101.22,33.84,,Trev
Rob,2014,4,9,Bill Marshall,Win,114.70 - 83.98,114.7,83.98,30.72,,Fred
Rob,2014,4,10,cory's Primo Team,Win,113.60 - 102.30,113.6,102.3,11.3,,Cory
Rob,2014,4,11,the green bastard,Loss,96.62 - 127.38,96.62,127.38,-30.76,,Sammy
Rob,2014,4,12,I am The Liquor,Win,123.86 - 109.72,123.86,109.72,14.14,,KB
Rob,2014,4,13,brah,Loss,99.82 - 124.38,99.82,124.38,-24.56,,Timmy
Fred,2014,4,1,cory's Primo Team,Loss,111.36 - 129.76,111.36,129.76,-18.4,,Cory
Fred,2014,4,2,Wingler (G-Dubs),Loss,59.26 - 61.66,59.26,61.66,-2.4,,Sean
Fred,2014,4,3,Sean Pankewitz,Win,125.90 - 41.28,125.9,41.28,84.62,,Bean
Fred,2014,4,4,brah,Win,83.14 - 79.40,83.14,79.4,3.74,,Timmy
Fred,2014,4,5,Junior Floyd,Win,131.46 - 82.24,131.46,82.24,49.22,,Trev
Fred,2014,4,6,Big Fried,Loss,82.64 - 99.42,82.64,99.42,-16.78,,Fried
Fred,2014,4,7,THE Grandpa Nes,Win,87.30 - 85.80,87.3,85.8,1.5,,Jay
Fred,2014,4,8,cory's Primo Team,Loss,112.68 - 139.24,112.68,139.24,-26.56,,Cory
Fred,2014,4,9,Rob Burgundy,Loss,83.98 - 114.70,83.98,114.7,-30.72,,Rob
Fred,2014,4,10,Margotta,Win,98.58 - 94.70,98.58,94.7,3.88,,Tyler
Fred,2014,4,11,Wingler (G-Dubs),Win,124.30 - 67.88,124.3,67.88,56.42,,Sean
Fred,2014,4,12,Sean Pankewitz,Win,97.60 - 82.26,97.6,82.26,15.34,,Bean
Fred,2014,4,13,Big Fried,Loss,120.60 - 158.32,120.6,158.32,-37.72,,Fried
Tyler,2014,4,1,I am The Liquor,Win,98.20 - 96.80,98.2,96.8,1.4,,KB
Tyler,2014,4,2,Junior Floyd,Win,91.88 - 76.24,91.88,76.24,15.64,,Trev
Tyler,2014,4,3,brah,Win,82.70 - 75.68,82.7,75.68,7.02,,Timmy
Tyler,2014,4,4,Big Fried,Win,103.64 - 89.38,103.64,89.38,14.26,,Fried
Tyler,2014,4,5,Wingler (G-Dubs),Win,87.42 - 84.82,87.42,84.82,2.6,,Sean
Tyler,2014,4,6,the green bastard,Win,137.72 - 123.06,137.72,123.06,14.66,,Sammy
Tyler,2014,4,7,Rob Burgundy,Loss,70.62 - 123.24,70.62,123.24,-52.62,,Rob
Tyler,2014,4,8,I am The Liquor,Win,150.72 - 109.20,150.72,109.2,41.52,,KB
Tyler,2014,4,9,Sean Pankewitz,Loss,77.28 - 130.46,77.28,130.46,-53.18,,Bean
Tyler,2014,4,10,Bill Marshall,Loss,94.70 - 98.58,94.7,98.58,-3.88,,Fred
Tyler,2014,4,11,Junior Floyd,Loss,87.50 - 98.92,87.5,98.92,-11.42,,Trev
Tyler,2014,4,12,brah,Win,115.04 - 103.66,115.04,103.66,11.38,,Timmy
Tyler,2014,4,13,the green bastard,Win,119.94 - 89.76,119.94,89.76,30.18,,Sammy
Jay,2014,4,1,Big Fried,Win,94.66 - 83.38,94.66,83.38,11.28,,Fried
Jay,2014,4,2,cory's Primo Team,Loss,98.24 - 140.08,98.24,140.08,-41.84,,Cory
Jay,2014,4,3,Wingler (G-Dubs),Win,117.82 - 54.56,117.82,54.56,63.26,,Sean
Jay,2014,4,4,the green bastard,Loss,111.98 - 140.96,111.98,140.96,-28.98,,Sammy
Jay,2014,4,5,I am The Liquor,Win,114.04 - 95.08,114.04,95.08,18.96,,KB
Jay,2014,4,6,Sean Pankewitz,Loss,86.16 - 127.90,86.16,127.9,-41.74,,Bean
Jay,2014,4,7,Bill Marshall,Loss,85.80 - 87.30,85.8,87.3,-1.5,,Fred
Jay,2014,4,8,Big Fried,Win,138.42 - 98.68,138.42,98.68,39.74,,Fried
Jay,2014,4,9,brah,Win,126.62 - 96.94,126.62,96.94,29.68,,Timmy
Jay,2014,4,10,Junior Floyd,Win,131.00 - 74.56,131,74.56,56.44,,Trev
Jay,2014,4,11,cory's Primo Team,Win,131.34 - 112.52,131.34,112.52,18.82,,Cory
Jay,2014,4,12,Wingler (G-Dubs),Win,100.86 - 81.36,100.86,81.36,19.5,,Sean
Jay,2014,4,13,Sean Pankewitz,Win,121.22 - 118.90,121.22,118.9,2.32,,Bean
Sammy,2014,4,1,brah,Loss,84.06 - 107.32,84.06,107.32,-23.26,,Timmy
Sammy,2014,4,2,Rob Burgundy,Win,117.72 - 117.18,117.72,117.18,0.54,,Rob
Sammy,2014,4,3,Junior Floyd,Loss,103.86 - 120.04,103.86,120.04,-16.18,,Trev
Sammy,2014,4,4,THE Grandpa Nes,Win,140.96 - 111.98,140.96,111.98,28.98,,Jay
Sammy,2014,4,5,Big Fried,Win,87.10 - 82.22,87.1,82.22,4.88,,Fried
Sammy,2014,4,6,Margotta,Loss,123.06 - 137.72,123.06,137.72,-14.66,,Tyler
Sammy,2014,4,7,I am The Liquor,Win,111.00 - 82.36,111,82.36,28.64,,KB
Sammy,2014,4,8,brah,Loss,79.92 - 93.52,79.92,93.52,-13.6,,Timmy
Sammy,2014,4,9,Wingler (G-Dubs),Win,136.30 - 90.02,136.3,90.02,46.28,,Sean
Sammy,2014,4,10,Sean Pankewitz,Win,113.78 - 99.20,113.78,99.2,14.58,,Bean
Sammy,2014,4,11,Rob Burgundy,Win,127.38 - 96.62,127.38,96.62,30.76,,Rob
Sammy,2014,4,12,Junior Floyd,Loss,126.82 - 131.72,126.82,131.72,-4.9,,Trev
Sammy,2014,4,13,Margotta,Loss,89.76 - 119.94,89.76,119.94,-30.18,,Tyler
KB,2014,4,1,Margotta,Loss,96.80 - 98.20,96.8,98.2,-1.4,,Tyler
KB,2014,4,2,brah,Loss,76.38 - 97.34,76.38,97.34,-20.96,,Timmy
KB,2014,4,3,Rob Burgundy,Win,96.50 - 85.92,96.5,85.92,10.58,,Rob
KB,2014,4,4,cory's Primo Team,Win,97.62 - 82.84,97.62,82.84,14.78,,Cory
KB,2014,4,5,THE Grandpa Nes,Loss,95.08 - 114.04,95.08,114.04,-18.96,,Jay
KB,2014,4,6,Junior Floyd,Win,148.70 - 116.24,148.7,116.24,32.46,,Trev
KB,2014,4,7,the green bastard,Loss,82.36 - 111.00,82.36,111,-28.64,,Sammy
KB,2014,4,8,Margotta,Loss,109.20 - 150.72,109.2,150.72,-41.52,,Tyler
KB,2014,4,9,Big Fried,Win,112.26 - 98.72,112.26,98.72,13.54,,Fried
KB,2014,4,10,Wingler (G-Dubs),Win,104.98 - 104.72,104.98,104.72,0.26,,Sean
